1348	2505	1
1379	1389	1
1379	1391	1
1379	1395	3
1379	1399	2
1379	1451	1
1379	1548	1
1379	1590	1
1379	1816	1
1379	1944	1
1379	2060	1
1379	2264	1
1379	2445	2
1379	2468	1
1389	1395	1
1389	2314	1
1389	2445	1
1389	2468	1
1391	1451	1
1391	2335	1
1391	2505	1
1395	1399	4
1395	1451	2
1395	1548	2
1395	1590	2
1395	1647	1
1395	1944	1
1395	1969	3
1395	2197	1
1395	2303	1
1395	2314	2
1395	2335	1
1395	2445	3
1395	2468	2
1395	2505	1
1399	1548	1
1399	1605	1
1399	2201	1
1399	2397	1
1451	1526	1
1451	2080	1
1451	2335	1
1526	1548	1
1526	2060	1
1526	2303	1
1548	1605	1
1548	1816	1
1548	1944	2
1548	1969	1
1548	2078	1
1548	2135	2
1548	2189	1
1548	2289	1
1548	2303	3
1548	2397	2
1548	2445	2
1548	2468	1
1605	2135	1
1605	2303	1
1605	2335	1
1605	2397	1
1645	2060	1
1645	2080	1
1645	2335	3
1806	2201	1
1806	2264	1
1816	2060	1
1826	1944	2
1826	2445	1
1944	1969	1
1944	2101	1
1944	2314	1
1944	2341	1
1944	2397	1
1969	2237	1
1969	2264	2
1969	2445	1
2060	2314	1
2060	2318	1
2080	2135	1
2080	2335	1
2101	2189	1
2178	2445	2
2189	2237	1
2189	2289	1
2201	2264	1
2201	2445	1
2237	2397	1
2264	2445	1
2289	2341	1
2289	2505	1
2303	2505	1
2314	2445	1
2445	2505	1
