317	352	4
317	404	5
317	425	2
317	449	2
317	455	2
317	569	4
317	584	1
317	612	2
317	713	8
317	729	23
317	770	1
317	779	4
317	855	10
317	887	4
317	912	2
317	977	8
317	1041	6
317	1042	1
317	1062	2
317	1095	1
317	1117	8
317	1139	3
317	1179	3
317	1240	6
317	1252	1
317	1277	10
317	1296	18
317	1337	5
317	1392	3
317	1406	3
317	1425	9
317	1457	4
317	1469	1
317	1472	1
317	1505	16
317	1515	1
317	1517	2
317	1521	20
317	1525	11
317	1581	7
317	1658	2
317	1680	19
317	1722	2
317	1738	2
317	1779	2
317	1781	1
317	1957	2
317	1968	3
317	1982	1
317	2115	1
317	2141	7
317	2158	3
317	2242	2
317	2286	3
317	2366	5
317	2377	2
317	2385	2
317	2389	3
317	2427	2
317	2457	4
317	2482	3
317	2496	2
317	2507	4
317	2511	3
317	2528	4
317	2534	2
317	2591	7
317	2644	18
317	2669	2
317	2677	2
317	2708	6
352	569	1
352	1095	1
352	1738	1
352	2141	1
352	2507	1
352	2511	1
404	729	1
404	779	1
404	818	1
404	887	2
404	977	1
404	1117	1
404	1179	1
404	1296	2
404	1406	1
404	1457	1
404	1658	1
404	1982	1
404	2115	1
404	2261	1
404	2286	1
404	2427	1
404	2677	1
425	779	1
425	887	2
425	1117	1
425	1277	2
425	1296	1
425	1457	1
425	1680	1
425	2286	1
425	2528	1
449	729	2
449	1042	2
449	1425	1
449	1521	2
449	1525	1
449	2141	2
449	2377	1
449	2389	1
455	1286	1
455	1296	2
455	1337	1
455	1517	1
455	1581	2
455	1658	1
455	2242	1
455	2263	1
455	2507	1
455	2528	1
455	2644	1
468	612	1
468	1041	1
468	1229	1
468	1521	1
468	1680	1
468	2081	1
468	2261	1
468	2320	1
569	584	1
569	887	1
569	1680	1
584	713	1
584	887	1
584	1296	1
584	1505	1
584	1515	1
584	1680	1
584	2669	1
612	729	1
612	977	1
612	1041	1
612	1139	1
612	1469	1
612	1525	1
612	1680	1
612	2081	1
612	2158	1
612	2261	1
612	2263	1
612	2320	2
713	729	1
713	912	1
713	1425	1
713	1505	1
713	1515	1
713	1957	1
713	2389	2
713	2644	1
713	2669	1
729	770	1
729	855	1
729	912	2
729	977	1
729	1041	2
729	1042	3
729	1117	2
729	1139	1
729	1252	1
729	1296	1
729	1337	1
729	1457	1
729	1515	1
729	1521	5
729	1680	4
729	1781	2
729	2081	1
729	2115	1
729	2141	4
729	2286	1
729	2320	1
729	2366	1
729	2385	3
729	2427	2
729	2496	1
729	2511	1
729	2528	1
729	2591	1
729	2644	1
770	855	1
770	1337	1
770	1505	1
770	1722	1
770	2242	1
770	2286	1
779	855	1
779	1722	1
779	2427	1
779	2528	1
818	1095	2
818	1296	1
818	1392	1
818	2081	1
855	1252	1
855	1392	1
855	1525	2
855	2286	1
887	1117	1
887	1277	3
887	1296	3
887	1457	1
887	1505	1
887	1525	1
887	2115	1
887	2286	1
912	1521	2
912	1525	2
912	2511	1
977	1041	1
977	1229	1
977	1296	3
977	1469	1
977	1505	2
977	1515	1
977	1517	2
977	1521	2
977	1525	2
977	2242	1
977	2457	1
977	2511	1
977	2644	1
1041	1240	1
1041	1337	1
1041	1505	1
1041	1581	1
1041	1658	1
1041	1680	2
1041	1738	1
1041	2261	1
1041	2320	1
1042	1505	1
1042	1521	3
1042	1658	1
1042	2115	1
1042	2141	3
1062	1337	1
1062	2482	1
1062	2534	3
1095	1139	1
1095	1179	1
1095	1296	1
1095	1392	1
1095	1457	1
1095	2158	1
1095	2528	1
1117	1296	3
1117	1337	1
1117	1457	1
1117	1505	2
1117	1521	3
1117	1525	1
1117	1680	1
1117	1738	1
1117	1968	1
1117	2496	1
